0;0;0;0;land;false;unknown;0
1;19;196;173;land;false;plains;1
2;164;241;248;land;false;plains;1
3;161;191;204;land;true;plains;1
4;148;253;138;land;false;plains;1
5;239;157;184;land;false;plains;1
6;219;116;235;land;false;plains;1
7;240;107;216;land;false;plains;1
8;240;118;179;land;false;plains;1
9;233;105;168;land;false;plains;1
10;235;160;225;land;true;plains;1
11;123;253;231;land;false;plains;1
12;237;205;201;land;false;plains;1
13;247;250;194;land;false;plains;1
14;71;222;254;land;false;plains;1
15;142;211;213;land;false;plains;1
16;177;234;223;land;false;plains;1
17;89;244;178;land;false;plains;1
18;92;237;180;land;false;plains;1
19;226;246;217;land;false;plains;1
20;214;211;209;land;false;desert;1
21;222;209;119;land;false;desert;1
22;182;248;179;land;false;desert;1
23;123;242;135;land;false;desert;1
24;254;241;229;land;false;plains;1
25;161;212;240;land;false;plains;1
26;231;239;197;land;false;plains;1
27;177;189;138;land;false;plains;1
28;235;197;170;land;false;plains;1
29;190;180;252;land;false;plains;1
30;155;180;183;land;false;plains;1
31;155;145;202;land;false;plains;1
32;223;253;222;land;false;plains;1
33;237;99;221;land;false;plains;1
34;184;162;252;land;false;plains;1
35;247;92;197;land;false;plains;1
36;219;172;221;land;false;plains;1
37;131;218;244;land;true;plains;1
38;163;117;231;land;true;plains;1
39;219;132;170;land;false;plains;1
40;250;168;150;land;false;plains;1
41;145;245;228;land;false;plains;1
42;161;239;153;land;true;plains;1
43;200;204;151;land;false;mountain;1
44;225;115;217;land;false;mountain;1
45;150;230;142;land;false;plains;1
46;111;232;229;land;false;mountain;1
47;100;208;247;land;false;mountain;1
48;120;236;254;land;true;plains;1
49;61;219;246;land;false;plains;1
50;158;234;129;land;true;plains;1
51;206;218;98;land;true;plains;1
52;229;121;172;land;false;plains;1
53;167;199;212;land;true;plains;1
54;245;226;50;land;true;plains;1
55;185;199;147;land;true;plains;1
56;172;246;90;land;true;plains;1
57;239;189;169;land;true;plains;1
58;165;184;179;land;true;plains;1
59;131;224;219;land;false;plains;1
60;138;229;178;land;false;plains;1
61;120;209;218;land;true;plains;1
62;212;120;178;land;true;plains;1
63;179;151;244;land;false;plains;1
64;109;204;238;land;true;plains;1
65;67;235;242;land;false;plains;1
66;254;219;38;land;false;plains;1
67;173;143;235;land;false;plains;1
68;211;242;69;land;false;plains;1
69;224;229;92;land;false;plains;1
70;149;221;196;land;true;plains;1
71;211;198;239;land;false;plains;1
72;244;221;137;land;false;plains;1
73;240;206;167;land;false;plains;1
74;254;64;212;land;false;plains;1
75;156;194;213;land;false;plains;1
76;191;229;252;land;true;plains;1
77;49;232;225;land;false;plains;1
78;230;130;216;land;false;plains;1
79;243;221;170;land;false;plains;1
80;207;182;241;land;false;plains;1
81;159;243;131;land;false;mountain;1
82;166;128;218;land;false;plains;1
83;195;227;227;land;false;mountain;1
84;208;137;160;land;false;mountain;1
85;212;203;184;land;false;plains;1
86;159;242;236;land;false;plains;1
87;253;180;103;land;true;plains;1
88;195;192;181;land;true;plains;1
89;40;248;221;land;true;plains;1
90;208;148;226;land;false;plains;1
91;245;52;233;land;true;plains;1
92;222;230;80;land;true;plains;1
93;112;224;228;land;true;plains;1
94;200;82;240;land;false;mountain;1
95;103;209;244;land;false;plains;1
96;173;215;130;land;false;plains;1
97;240;185;253;land;false;plains;1
98;177;93;251;land;false;plains;1
99;175;158;239;land;false;plains;1
100;213;243;106;land;false;plains;1
101;253;247;251;land;false;plains;1
102;214;200;153;land;false;plains;1
103;146;162;247;land;false;plains;1
104;244;188;123;land;false;mountain;1
105;225;129;247;land;false;mountain;1
106;230;229;187;land;false;mountain;1
107;165;200;243;land;false;mountain;1
108;219;247;134;land;false;mountain;1
109;230;93;227;land;false;mountain;1
110;122;254;165;land;false;mountain;1
111;78;248;245;land;false;plains;1
112;196;121;236;land;false;plains;1
113;247;220;248;land;false;plains;1
114;249;193;119;land;false;plains;1
115;79;251;201;land;true;plains;1
116;110;166;232;land;true;plains;1
117;173;254;221;land;false;plains;1
118;197;222;240;land;false;plains;1
119;219;202;189;land;false;plains;1
120;253;192;221;land;false;plains;1
121;228;216;93;land;false;plains;1
122;171;234;159;land;true;plains;1
123;189;68;254;land;false;plains;1
124;225;77;245;land;false;plains;1
125;162;212;190;land;false;plains;1
126;247;120;145;land;false;plains;1
127;233;49;219;land;false;plains;1
128;59;213;239;land;false;plains;1
129;230;118;231;land;false;plains;1
130;170;251;170;land;false;plains;1
131;150;253;240;land;false;plains;1
132;150;139;212;land;false;plains;1
133;43;236;231;land;false;plains;1
134;39;231;248;land;false;plains;1
135;243;144;163;land;false;plains;1
136;232;190;210;land;true;plains;1
137;253;205;163;land;false;plains;1
138;175;203;229;land;false;plains;1
139;158;143;221;land;false;plains;1
140;253;192;235;land;false;plains;1
141;252;143;252;land;true;plains;1
142;245;243;85;land;true;plains;1
143;194;144;177;land;false;plains;1
144;140;209;181;land;false;plains;1
145;171;142;230;land;false;plains;1
146;119;205;197;land;false;plains;1
147;202;250;75;land;false;plains;1
148;143;238;196;land;false;plains;1
149;126;221;202;land;false;plains;1
150;220;109;246;land;false;plains;1
151;121;159;235;land;true;plains;1
152;114;223;243;land;true;plains;1
153;110;205;189;land;true;plains;1
154;179;112;244;land;true;plains;1
155;124;234;232;land;true;plains;1
156;209;157;141;land;false;plains;1
157;123;207;237;land;false;plains;1
158;249;205;178;land;false;plains;1
159;95;216;215;land;false;plains;1
160;205;193;212;land;true;plains;1
161;139;230;197;land;false;plains;1
162;159;218;248;land;false;plains;1
163;245;178;188;land;false;plains;1
164;98;227;242;land;false;plains;1
165;232;121;243;land;false;plains;1
166;215;144;232;land;false;plains;1
167;226;126;192;land;false;plains;1
168;206;242;210;land;false;plains;1
169;190;229;153;land;false;plains;1
170;121;180;228;land;false;plains;1
171;158;134;218;land;false;plains;1
172;223;251;52;land;false;plains;1
173;242;79;194;land;false;plains;1
174;198;221;207;land;false;plains;1
175;217;168;194;land;false;plains;1
176;148;237;174;land;false;plains;1
177;112;217;210;land;false;plains;1
178;166;205;200;land;false;plains;1
179;219;247;77;land;false;plains;1
180;242;193;151;land;true;plains;1
181;199;188;183;land;false;plains;1
182;139;181;204;land;false;plains;1
183;243;143;238;land;false;plains;1
184;193;200;110;land;false;plains;1
185;182;224;251;land;false;plains;1
186;249;179;127;land;false;plains;1
187;82;207;212;land;false;plains;1
188;206;243;97;land;false;plains;1
189;247;153;225;land;false;plains;1
190;233;177;146;land;false;plains;1
191;252;162;153;land;false;plains;1
192;241;136;143;land;false;plains;1
193;175;250;149;land;false;plains;1
194;241;8;253;land;false;plains;1
195;240;179;139;land;false;plains;1
196;191;249;129;land;false;plains;1
197;249;139;131;land;true;plains;1
198;94;180;226;land;false;plains;1
199;238;250;246;land;true;plains;1
200;228;196;122;land;false;plains;1
201;151;233;190;land;true;plains;1
202;172;251;213;land;false;plains;1
203;252;219;42;land;false;plains;1
204;225;142;179;land;true;plains;1
205;203;169;230;land;true;plains;1
206;250;239;222;land;false;plains;1
207;252;241;79;land;false;plains;1
208;217;226;126;land;false;plains;1
209;220;177;196;land;true;plains;1
210;121;247;193;land;true;plains;1
211;248;214;209;land;true;plains;1
212;208;222;197;land;false;plains;1
213;248;170;160;land;true;plains;1
214;247;233;43;land;false;plains;1
215;202;150;206;land;false;plains;1
216;104;213;199;land;false;plains;1
217;234;207;120;land;false;plains;1
218;138;180;184;land;false;plains;1
219;251;137;249;land;false;plains;1
220;233;108;214;land;false;plains;1
221;194;162;170;land;false;plains;1
222;208;197;161;land;false;plains;1
223;91;224;253;land;false;plains;1
224;202;69;243;land;false;plains;1
225;156;115;244;land;false;plains;1
226;179;199;245;land;false;plains;1
227;221;56;251;land;false;plains;1
228;253;154;125;land;false;plains;1
229;234;201;168;land;false;plains;1
230;110;177;251;land;true;plains;1
231;240;155;192;land;true;plains;1
232;161;243;112;land;false;mountain;1
233;238;225;52;land;false;mountain;1
234;166;233;116;land;false;mountain;1
235;120;227;254;land;true;mountain;1
236;37;237;250;land;false;plains;1
237;178;221;209;land;false;plains;1
238;162;224;243;land;false;plains;1
239;244;97;212;land;false;plains;1
240;241;164;209;land;false;plains;1
241;254;197;104;land;false;plains;1
242;113;218;177;land;false;plains;1
243;111;184;222;land;false;plains;1
244;254;165;125;land;true;plains;1
245;247;128;236;land;true;plains;1
246;173;238;141;land;true;plains;1
247;180;84;237;land;true;plains;1
248;187;176;167;land;true;plains;1
249;217;194;111;land;true;plains;1
250;201;66;246;land;true;plains;1
251;217;216;174;land;false;plains;1
252;237;228;200;land;false;plains;1
253;98;201;221;land;true;plains;1
254;210;208;141;land;true;plains;1
255;241;229;37;land;false;plains;1
256;241;177;227;land;true;plains;1
257;170;237;191;land;false;plains;1
258;239;226;188;land;true;plains;1
259;185;192;143;land;true;plains;1
260;99;164;253;land;false;plains;1
261;187;160;162;land;false;plains;1
262;252;129;140;land;false;plains;1
263;209;177;121;land;false;plains;1
264;198;222;113;land;false;plains;1
265;213;158;214;land;false;plains;1
266;216;202;133;land;false;plains;1
267;233;143;182;land;false;plains;1
268;243;112;211;land;false;plains;1
269;233;130;227;land;false;plains;1
270;134;251;170;land;false;plains;1
271;205;219;211;land;false;plains;1
272;157;247;229;land;false;plains;1
273;236;146;246;land;false;plains;1
274;115;173;225;land;false;plains;1
275;118;168;222;land;false;plains;1
276;221;89;240;land;false;plains;1
277;219;147;169;land;false;plains;1
278;36;252;254;land;false;plains;1
279;244;229;230;land;false;plains;1
280;50;253;242;land;false;plains;1
281;125;189;202;land;false;plains;1
282;203;166;231;land;false;plains;1
283;108;156;254;land;false;plains;1
284;120;197;228;land;false;plains;1
285;239;252;137;land;false;plains;1
286;173;242;254;land;false;plains;1
287;209;131;249;land;true;plains;1
288;223;109;186;land;true;plains;1
289;123;225;162;land;false;plains;1
290;202;188;144;land;false;plains;1
291;244;104;240;land;false;plains;1
292;232;192;205;land;true;plains;1
293;243;233;98;land;true;plains;1
294;149;237;198;land;true;plains;1
295;245;254;221;land;false;mountain;1
296;101;241;203;land;false;mountain;1
297;247;62;248;land;false;mountain;1
298;244;201;238;land;false;plains;1
299;161;229;221;land;false;plains;1
300;176;171;186;land;false;plains;1
301;203;201;200;land;false;plains;1
302;178;182;237;land;false;plains;1
303;202;87;231;land;false;plains;1
304;233;240;36;land;false;plains;1
305;210;145;165;land;false;plains;1
306;227;226;140;land;false;plains;1
307;214;130;196;land;false;plains;1
308;226;244;71;land;false;plains;1
309;144;244;240;land;false;plains;1
310;153;158;208;land;false;plains;1
311;217;86;202;land;false;plains;1
312;251;159;176;land;true;plains;1
313;227;245;149;land;false;plains;1
314;100;226;176;land;false;plains;1
315;203;148;158;land;false;plains;1
316;144;223;137;land;true;plains;1
317;236;88;181;land;true;plains;1
318;197;133;188;land;true;plains;1
319;144;198;169;land;true;plains;1
320;244;241;152;land;true;plains;1
321;238;225;154;land;true;plains;1
322;175;127;228;land;true;plains;1
323;112;250;246;land;true;plains;1
324;116;226;175;land;false;plains;1
325;197;161;230;land;true;plains;1
326;230;130;212;land;true;plains;1
327;142;167;234;land;true;plains;1
328;226;218;109;land;false;plains;1
329;183;232;97;land;false;plains;1
330;219;197;96;land;false;plains;1
331;239;47;228;land;false;plains;1
332;232;37;237;land;false;plains;1
333;198;221;126;land;false;plains;1
334;221;243;151;land;false;plains;1
335;189;159;252;land;false;plains;1
336;205;138;252;land;false;plains;1
337;198;179;132;land;false;plains;1
338;166;153;222;land;false;plains;1
339;189;188;221;land;false;plains;1
340;217;221;229;land;false;plains;1
341;227;89;245;land;false;plains;1
342;247;222;221;land;false;plains;1
343;223;74;217;land;false;plains;1
344;71;216;227;land;false;plains;1
345;238;173;90;land;false;plains;1
346;184;216;139;land;false;plains;1
347;194;244;156;land;false;plains;1
348;254;193;232;land;false;plains;1
349;67;241;221;land;false;plains;1
350;174;213;158;land;false;plains;1
351;225;143;242;land;false;plains;1
352;211;50;241;land;false;plains;1
353;254;179;216;land;false;plains;1
354;131;230;187;land;false;plains;1
355;145;213;230;land;false;plains;1
356;77;245;188;land;false;plains;1
357;91;223;188;land;false;plains;1
358;217;125;182;land;false;plains;1
359;190;201;113;land;false;plains;1
360;169;212;248;land;false;plains;1
361;163;123;215;land;false;plains;1
362;191;191;250;land;true;plains;1
363;120;251;224;land;true;plains;1
364;177;250;82;land;true;plains;1
365;237;78;233;land;false;plains;1
366;216;121;176;land;false;plains;1
367;211;157;214;land;false;plains;1
368;147;227;149;land;false;plains;1
369;251;63;186;land;false;plains;1
370;201;147;155;land;true;plains;1
371;184;191;208;land;true;plains;1
372;193;210;168;land;true;plains;1
373;223;225;169;land;false;plains;1
374;208;173;183;land;true;plains;1
375;88;252;215;land;true;plains;1
376;98;182;236;land;false;plains;1
377;52;205;245;land;false;plains;1
378;223;126;167;land;false;plains;1
379;57;220;249;land;false;plains;1
380;83;194;225;land;false;plains;1
381;199;122;194;land;false;plains;1
382;247;141;143;land;false;plains;1
383;107;223;203;land;false;plains;1
384;188;232;160;land;false;plains;1
385;250;150;154;land;true;mountain;1
386;247;67;227;land;true;mountain;1
387;235;40;243;land;false;plains;1
388;127;203;194;land;false;plains;1
389;155;182;181;land;false;plains;1
390;204;119;236;land;false;plains;1
391;183;172;246;land;false;plains;1
392;250;177;198;land;false;plains;1
393;223;79;210;land;true;plains;1
394;170;215;119;land;true;plains;1
395;230;183;203;land;false;plains;1
396;235;253;59;land;false;plains;1
397;206;246;131;land;true;plains;1
398;191;216;117;land;true;plains;1
399;206;217;131;land;false;plains;1
400;245;95;240;land;true;plains;1
401;165;241;230;land;true;plains;1
402;233;124;219;land;true;plains;1
403;251;193;206;land;true;plains;1
404;202;250;246;land;false;plains;1
405;98;173;247;land;false;plains;1
406;246;42;217;land;false;plains;1
407;234;118;198;land;false;plains;1
408;240;236;51;land;false;plains;1
409;224;200;95;land;false;plains;1
410;234;105;221;land;false;plains;1
411;146;250;131;land;false;plains;1
412;210;68;240;land;false;plains;1
413;200;229;190;land;false;plains;1
414;205;217;195;land;false;plains;1
415;236;126;222;land;false;plains;1
416;88;253;252;land;true;plains;1
417;222;180;135;land;false;plains;1
418;169;140;239;land;false;plains;1
419;229;200;85;land;false;plains;1
420;46;247;251;land;true;plains;1
421;227;89;250;land;true;plains;1
422;232;55;252;land;true;plains;1
423;207;194;162;land;false;plains;1
424;96;252;221;land;false;plains;1
425;216;254;61;land;false;plains;1
426;168;233;242;land;false;plains;1
427;176;177;194;land;false;plains;1
428;249;75;218;land;true;plains;1
429;95;225;186;land;false;plains;1
430;122;156;226;land;false;plains;1
431;172;174;198;land;true;plains;1
432;148;254;249;land;true;plains;1
433;189;235;147;land;true;plains;1
434;100;236;206;land;true;plains;1
435;66;239;223;land;false;plains;1
436;194;212;188;land;false;plains;1
437;31;235;249;land;false;plains;1
438;248;147;122;land;false;plains;1
439;127;246;151;land;false;plains;1
440;248;26;237;land;false;plains;1
441;50;229;242;land;true;mountain;1
442;201;221;217;land;true;mountain;1
443;147;216;159;land;false;plains;1
444;213;208;153;land;false;plains;1
445;143;243;204;land;false;plains;1
446;104;207;201;land;false;plains;1
447;152;249;217;land;false;plains;1
448;183;166;172;land;true;plains;1
449;161;147;238;land;false;plains;1
450;232;138;239;land;true;plains;1
451;242;111;230;land;false;plains;1
452;231;217;241;land;true;plains;1
453;222;96;249;land;false;plains;1
454;235;138;200;land;true;plains;1
455;250;137;243;land;true;plains;1
456;99;233;196;land;false;plains;1
457;66;212;225;land;true;plains;1
458;214;243;180;land;true;plains;1
459;201;120;209;land;false;plains;1
460;179;228;227;land;false;plains;1
461;151;247;151;land;true;plains;1
462;123;240;234;land;true;plains;1
463;239;130;221;land;true;plains;1
464;198;92;226;land;true;plains;1
465;184;115;203;land;false;plains;1
466;208;163;216;land;false;plains;1
467;190;254;188;land;false;plains;1
468;236;162;243;land;false;plains;1
469;116;209;242;land;false;plains;1
470;45;252;253;land;false;plains;1
471;251;151;226;land;false;plains;1
472;141;187;224;land;false;plains;1
473;54;208;245;land;false;plains;1
474;153;177;177;land;false;plains;1
475;178;190;159;land;false;plains;1
476;145;244;147;land;false;plains;1
